player 1,player 2,winner,winner points,Total_points,depth
"{'apertura': {'corner': 0.6377, 'mob': 0.6118, 'stable': 0.6851, 'parity': 0.4586, 'pos': 0.568}, 'medio': {'corner': 0.447, 'mob': 0.5134, 'stable': 0.4714, 'parity': 0.5147, 'pos': 0.4709}, 'final': {'corner': 0.47168127778845786, 'mob': 0.4428, 'stable': 0.6744, 'parity': 0.7249, 'pos': 0.6098}}",minimax,minimax,43,64,60
"{'apertura': {'corner': 0.6333, 'mob': 0.5222, 'stable': 0.804, 'parity': 0.3984, 'pos': 0.5272}, 'medio': {'corner': 0.5197, 'mob': 0.4973, 'stable': 0.4466, 'parity': 0.6182, 'pos': 0.3422}, 'final': {'corner': 0.5693, 'mob': 0.3704, 'stable': 0.672, 'parity': 0.7661, 'pos': 0.5347}}",minimax,minimax,55,62,60
"{'apertura': {'corner': 0.674, 'mob': 0.6818, 'stable': 0.4921, 'parity': 0.6025, 'pos': 0.6664}, 'medio': {'corner': 0.2311, 'mob': 0.6413, 'stable': 0.4092, 'parity': 0.3478, 'pos': 0.7841}, 'final': {'corner': 0.5025, 'mob': 0.5387, 'stable': 0.7802, 'parity': 0.6955, 'pos': 0.662}}",minimax,"{'apertura': {'corner': 0.674, 'mob': 0.6818, 'stable': 0.4921, 'parity': 0.6025, 'pos': 0.6664}, 'medio': {'corner': 0.2311, 'mob': 0.6413, 'stable': 0.4092, 'parity': 0.3478, 'pos': 0.7841}, 'final': {'corner': 0.5025, 'mob': 0.5387, 'stable': 0.7802, 'parity': 0.6955, 'pos': 0.662}}",39,64,63
"{'apertura': {'corner': 0.5931, 'mob': 0.6396, 'stable': 0.5799, 'parity': 0.4687, 'pos': 0.6108}, 'medio': {'corner': 0.4222, 'mob': 0.5224, 'stable': 0.4995, 'parity': 0.3276, 'pos': 0.5271}, 'final': {'corner': 0.4356, 'mob': 0.4808, 'stable': 0.6144, 'parity': 0.6775, 'pos': 0.5716}}",minimax,minimax,49,62,60
"{'apertura': {'corner': 0.5565, 'mob': 0.4104, 'stable': 0.7893, 'parity': 0.1166, 'pos': 0.8856}, 'medio': {'corner': 0.8798, 'mob': 0.3569, 'stable': 0.6058, 'parity': 0.4237, 'pos': 0.6258}, 'final': {'corner': 0.2094, 'mob': 0.4771, 'stable': 0.3814, 'parity': 0.3246, 'pos': 0.8443}}",minimax,"{'apertura': {'corner': 0.5565, 'mob': 0.4104, 'stable': 0.7893, 'parity': 0.1166, 'pos': 0.8856}, 'medio': {'corner': 0.8798, 'mob': 0.3569, 'stable': 0.6058, 'parity': 0.4237, 'pos': 0.6258}, 'final': {'corner': 0.2094, 'mob': 0.4771, 'stable': 0.3814, 'parity': 0.3246, 'pos': 0.8443}}",47,63,62
"{'apertura': {'corner': 0.6306, 'mob': 0.5491, 'stable': 0.6641, 'parity': 0.441, 'pos': 0.6365}, 'medio': {'corner': 0.5947, 'mob': 0.5321, 'stable': 0.5838, 'parity': 0.4506, 'pos': 0.5436}, 'final': {'corner': 0.5029, 'mob': 0.3591, 'stable': 0.6588, 'parity': 0.519, 'pos': 0.612}}",minimax,"{'apertura': {'corner': 0.6306, 'mob': 0.5491, 'stable': 0.6641, 'parity': 0.441, 'pos': 0.6365}, 'medio': {'corner': 0.5947, 'mob': 0.5321, 'stable': 0.5838, 'parity': 0.4506, 'pos': 0.5436}, 'final': {'corner': 0.5029, 'mob': 0.3591, 'stable': 0.6588, 'parity': 0.519, 'pos': 0.612}}",47,63,62
"{'apertura': {'corner': 0.6046, 'mob': 0.4914, 'stable': 0.665, 'parity': 0.2442, 'pos': 0.6541}, 'medio': {'corner': 0.6108, 'mob': 0.4064, 'stable': 0.4113, 'parity': 0.5228, 'pos': 0.2646}, 'final': {'corner': 0.5146, 'mob': 0.4037, 'stable': 0.4596, 'parity': 0.6939, 'pos': 0.4988}}",minimax,"{'apertura': {'corner': 0.6046, 'mob': 0.4914, 'stable': 0.665, 'parity': 0.2442, 'pos': 0.6541}, 'medio': {'corner': 0.6108, 'mob': 0.4064, 'stable': 0.4113, 'parity': 0.5228, 'pos': 0.2646}, 'final': {'corner': 0.5146, 'mob': 0.4037, 'stable': 0.4596, 'parity': 0.6939, 'pos': 0.4988}}",54,63,60
"{'apertura': {'corner': 0.5971, 'mob': 0.5111, 'stable': 0.5711150271955476, 'parity': 0.2876, 'pos': 0.7268}, 'medio': {'corner': 0.6634, 'mob': 0.4351, 'stable': 0.5386, 'parity': 0.4692, 'pos': 0.5484}, 'final': {'corner': 0.3405, 'mob': 0.46, 'stable': 0.5279, 'parity': 0.5248, 'pos': 0.727}}",minimax,minimax,35,63,59
"{'apertura': {'corner': 0.5791, 'mob': 0.5947, 'stable': 0.5773, 'parity': 0.5051, 'pos': 0.6327}, 'medio': {'corner': 0.5055, 'mob': 0.5488, 'stable': 0.5395, 'parity': 0.3891, 'pos': 0.5525}, 'final': {'corner': 0.4758, 'mob': 0.4037, 'stable': 0.6623, 'parity': 0.6198, 'pos': 0.5358}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.4164, 'mob': 0.6079, 'stable': 0.4539, 'parity': 0.3256, 'pos': 0.6795}, 'medio': {'corner': 0.535, 'mob': 0.4115, 'stable': 0.5906, 'parity': 0.3266, 'pos': 0.4129}, 'final': {'corner': 0.274, 'mob': 0.5444, 'stable': 0.3125, 'parity': 0.5927, 'pos': 0.4422}}",minimax,minimax,42,64,60
"{'apertura': {'corner': 0.47817438032245135, 'mob': 0.5164, 'stable': 0.6202, 'parity': 0.2969, 'pos': 0.8065}, 'medio': {'corner': 0.7147, 'mob': 0.4237, 'stable': 0.6286, 'parity': 0.373, 'pos': 0.636}, 'final': {'corner': 0.2068, 'mob': 0.5048, 'stable': 0.4255, 'parity': 0.4347, 'pos': 0.6773}}",minimax,minimax,41,64,61
"{'apertura': {'corner': 0.4471, 'mob': 0.5151, 'stable': 0.6072, 'parity': 0.2134, 'pos': 0.8254}, 'medio': {'corner': 0.7396, 'mob': 0.3768, 'stable': 0.6605, 'parity': 0.3259, 'pos': 0.6043}, 'final': {'corner': 0.1508, 'mob': 0.5464, 'stable': 0.3094, 'parity': 0.3802, 'pos': 0.6915}}",minimax,minimax,43,64,60
"{'apertura': {'corner': 0.5895, 'mob': 0.6082, 'stable': 0.5695, 'parity': 0.4599, 'pos': 0.645}, 'medio': {'corner': 0.496, 'mob': 0.5318, 'stable': 0.5557, 'parity': 0.2955, 'pos': 0.5634}, 'final': {'corner': 0.4512, 'mob': 0.439, 'stable': 0.6066, 'parity': 0.5746, 'pos': 0.5727}}",minimax,minimax,34,64,61
"{'apertura': {'corner': 0.5565, 'mob': 0.4104, 'stable': 0.7893, 'parity': 0.1166, 'pos': 0.8856}, 'medio': {'corner': 0.8798, 'mob': 0.3569, 'stable': 0.6058, 'parity': 0.4237, 'pos': 0.6258}, 'final': {'corner': 0.2094, 'mob': 0.4771, 'stable': 0.3814, 'parity': 0.3246, 'pos': 0.8443}}",minimax,minimax,49,59,61
"{'apertura': {'corner': 0.4864, 'mob': 0.33442137087559654, 'stable': 0.6216, 'parity': 0.2211, 'pos': 0.7826}, 'medio': {'corner': 0.7074, 'mob': 0.3842, 'stable': 0.5982, 'parity': 0.3751, 'pos': 0.5193}, 'final': {'corner': 0.2417, 'mob': 0.5108, 'stable': 0.3469, 'parity': 0.4587, 'pos': 0.6432}}",minimax,minimax,51,59,61
"{'apertura': {'corner': 0.631, 'mob': 0.5439, 'stable': 0.6338, 'parity': 0.462, 'pos': 0.6179}, 'medio': {'corner': 0.5184, 'mob': 0.5336, 'stable': 0.4575, 'parity': 0.4844, 'pos': 0.4593}, 'final': {'corner': 0.5601, 'mob': 0.3652, 'stable': 0.6835, 'parity': 0.6865, 'pos': 0.5238}}",minimax,minimax,47,58,63
"{'apertura': {'corner': 0.5275, 'mob': 0.6403, 'stable': 0.4904, 'parity': 0.5692, 'pos': 0.6289}, 'medio': {'corner': 0.4163, 'mob': 0.5654, 'stable': 0.4952, 'parity': 0.3276, 'pos': 0.5614}, 'final': {'corner': 0.4486, 'mob': 0.4483, 'stable': 0.6658, 'parity': 0.7205, 'pos': 0.4596}}",minimax,minimax,56,59,60
"{'apertura': {'corner': 0.674, 'mob': 0.6818, 'stable': 0.4921, 'parity': 0.6025, 'pos': 0.6664}, 'medio': {'corner': 0.2311, 'mob': 0.6413, 'stable': 0.4092, 'parity': 0.3478, 'pos': 0.7841}, 'final': {'corner': 0.5025, 'mob': 0.5387, 'stable': 0.7802, 'parity': 0.6955, 'pos': 0.662}}",minimax,minimax,42,63,65
"{'apertura': {'corner': 0.683, 'mob': 0.4931, 'stable': 0.6902, 'parity': 0.419, 'pos': 0.603}, 'medio': {'corner': 0.5313, 'mob': 0.5185, 'stable': 0.3755, 'parity': 0.5797, 'pos': 0.3661}, 'final': {'corner': 0.6444, 'mob': 0.3267, 'stable': 0.7048, 'parity': 0.7532, 'pos': 0.5117}}",minimax,"{'apertura': {'corner': 0.683, 'mob': 0.4931, 'stable': 0.6902, 'parity': 0.419, 'pos': 0.603}, 'medio': {'corner': 0.5313, 'mob': 0.5185, 'stable': 0.3755, 'parity': 0.5797, 'pos': 0.3661}, 'final': {'corner': 0.6444, 'mob': 0.3267, 'stable': 0.7048, 'parity': 0.7532, 'pos': 0.5117}}",37,64,60
"{'apertura': {'corner': 0.6139, 'mob': 0.5301, 'stable': 0.6176, 'parity': 0.3643, 'pos': 0.6816}, 'medio': {'corner': 0.629, 'mob': 0.4836, 'stable': 0.5612, 'parity': 0.4599, 'pos': 0.546}, 'final': {'corner': 0.4217, 'mob': 0.4095, 'stable': 0.5934, 'parity': 0.5219, 'pos': 0.6695}}",minimax,"{'apertura': {'corner': 0.6139, 'mob': 0.5301, 'stable': 0.6176, 'parity': 0.3643, 'pos': 0.6816}, 'medio': {'corner': 0.629, 'mob': 0.4836, 'stable': 0.5612, 'parity': 0.4599, 'pos': 0.546}, 'final': {'corner': 0.4217, 'mob': 0.4095, 'stable': 0.5934, 'parity': 0.5219, 'pos': 0.6695}}",44,61,59
"{'apertura': {'corner': 0.6377, 'mob': 0.6118, 'stable': 0.6851, 'parity': 0.4586, 'pos': 0.568}, 'medio': {'corner': 0.447, 'mob': 0.5134, 'stable': 0.4714, 'parity': 0.5147, 'pos': 0.4709}, 'final': {'corner': 0.47168127778845786, 'mob': 0.4428, 'stable': 0.6744, 'parity': 0.7249, 'pos': 0.6098}}",minimax,"{'apertura': {'corner': 0.6377, 'mob': 0.6118, 'stable': 0.6851, 'parity': 0.4586, 'pos': 0.568}, 'medio': {'corner': 0.447, 'mob': 0.5134, 'stable': 0.4714, 'parity': 0.5147, 'pos': 0.4709}, 'final': {'corner': 0.47168127778845786, 'mob': 0.4428, 'stable': 0.6744, 'parity': 0.7249, 'pos': 0.6098}}",41,64,60
"{'apertura': {'corner': 0.5791, 'mob': 0.5947, 'stable': 0.5773, 'parity': 0.5051, 'pos': 0.6327}, 'medio': {'corner': 0.5055, 'mob': 0.5488, 'stable': 0.5395, 'parity': 0.3891, 'pos': 0.5525}, 'final': {'corner': 0.4758, 'mob': 0.4037, 'stable': 0.6623, 'parity': 0.6198, 'pos': 0.5358}}",minimax,minimax,35,63,60
"{'apertura': {'corner': 0.6132, 'mob': 0.5809, 'stable': 0.692, 'parity': 0.4335, 'pos': 0.569}, 'medio': {'corner': 0.471, 'mob': 0.5099, 'stable': 0.6036289707589242, 'parity': 0.4729, 'pos': 0.4346}, 'final': {'corner': 0.5025, 'mob': 0.4256, 'stable': 0.6432, 'parity': 0.7218, 'pos': 0.5532}}",minimax,"{'apertura': {'corner': 0.6132, 'mob': 0.5809, 'stable': 0.692, 'parity': 0.4335, 'pos': 0.569}, 'medio': {'corner': 0.471, 'mob': 0.5099, 'stable': 0.6036289707589242, 'parity': 0.4729, 'pos': 0.4346}, 'final': {'corner': 0.5025, 'mob': 0.4256, 'stable': 0.6432, 'parity': 0.7218, 'pos': 0.5532}}",43,62,59
"{'apertura': {'corner': 0.6062, 'mob': 0.5585, 'stable': 0.6906, 'parity': 0.4517, 'pos': 0.5799}, 'medio': {'corner': 0.5126, 'mob': 0.5231, 'stable': 0.493, 'parity': 0.5036, 'pos': 0.4474}, 'final': {'corner': 0.5226, 'mob': 0.3871, 'stable': 0.6672, 'parity': 0.6929, 'pos': 0.5353}}",minimax,"{'apertura': {'corner': 0.6062, 'mob': 0.5585, 'stable': 0.6906, 'parity': 0.4517, 'pos': 0.5799}, 'medio': {'corner': 0.5126, 'mob': 0.5231, 'stable': 0.493, 'parity': 0.5036, 'pos': 0.4474}, 'final': {'corner': 0.5226, 'mob': 0.3871, 'stable': 0.6672, 'parity': 0.6929, 'pos': 0.5353}}",42,64,60
"{'apertura': {'corner': 0.6306, 'mob': 0.5491, 'stable': 0.6641, 'parity': 0.441, 'pos': 0.6365}, 'medio': {'corner': 0.5947, 'mob': 0.5321, 'stable': 0.5838, 'parity': 0.4506, 'pos': 0.5436}, 'final': {'corner': 0.5029, 'mob': 0.3591, 'stable': 0.6588, 'parity': 0.519, 'pos': 0.612}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.6046, 'mob': 0.4914, 'stable': 0.665, 'parity': 0.2442, 'pos': 0.6541}, 'medio': {'corner': 0.6108, 'mob': 0.4064, 'stable': 0.4113, 'parity': 0.5228, 'pos': 0.2646}, 'final': {'corner': 0.5146, 'mob': 0.4037, 'stable': 0.4596, 'parity': 0.6939, 'pos': 0.4988}}",minimax,"{'apertura': {'corner': 0.6046, 'mob': 0.4914, 'stable': 0.665, 'parity': 0.2442, 'pos': 0.6541}, 'medio': {'corner': 0.6108, 'mob': 0.4064, 'stable': 0.4113, 'parity': 0.5228, 'pos': 0.2646}, 'final': {'corner': 0.5146, 'mob': 0.4037, 'stable': 0.4596, 'parity': 0.6939, 'pos': 0.4988}}",44,64,60
"{'apertura': {'corner': 0.5748, 'mob': 0.525, 'stable': 0.6846, 'parity': 0.2927, 'pos': 0.7482}, 'medio': {'corner': 0.651, 'mob': 0.4396, 'stable': 0.5526, 'parity': 0.3757, 'pos': 0.5765}, 'final': {'corner': 0.3225, 'mob': 0.4789, 'stable': 0.4979, 'parity': 0.501, 'pos': 0.708}}",minimax,minimax,47,63,61
"{'apertura': {'corner': 0.5271, 'mob': 0.6099, 'stable': 0.5695, 'parity': 0.3921, 'pos': 0.6238}, 'medio': {'corner': 0.491, 'mob': 0.4624, 'stable': 0.531, 'parity': 0.4207, 'pos': 0.4419}, 'final': {'corner': 0.3728, 'mob': 0.4936, 'stable': 0.4934, 'parity': 0.6588, 'pos': 0.526}}",minimax,minimax,35,64,60
"{'apertura': {'corner': 0.5068, 'mob': 0.5595, 'stable': 0.5125, 'parity': 0.3066, 'pos': 0.7031}, 'medio': {'corner': 0.5992, 'mob': 0.4233, 'stable': 0.5646, 'parity': 0.3979, 'pos': 0.4807}, 'final': {'corner': 0.3073, 'mob': 0.5022, 'stable': 0.4202, 'parity': 0.5588, 'pos': 0.5846}}",minimax,"{'apertura': {'corner': 0.5068, 'mob': 0.5595, 'stable': 0.5125, 'parity': 0.3066, 'pos': 0.7031}, 'medio': {'corner': 0.5992, 'mob': 0.4233, 'stable': 0.5646, 'parity': 0.3979, 'pos': 0.4807}, 'final': {'corner': 0.3073, 'mob': 0.5022, 'stable': 0.4202, 'parity': 0.5588, 'pos': 0.5846}}",42,64,60
"{'apertura': {'corner': 0.6046, 'mob': 0.4914, 'stable': 0.665, 'parity': 0.2442, 'pos': 0.6541}, 'medio': {'corner': 0.6108, 'mob': 0.4064, 'stable': 0.4113, 'parity': 0.5228, 'pos': 0.2646}, 'final': {'corner': 0.5146, 'mob': 0.4037, 'stable': 0.4596, 'parity': 0.6939, 'pos': 0.4988}}",minimax,minimax,49,62,60
"{'apertura': {'corner': 0.5068, 'mob': 0.5595, 'stable': 0.5125, 'parity': 0.3066, 'pos': 0.7031}, 'medio': {'corner': 0.5992, 'mob': 0.4233, 'stable': 0.5646, 'parity': 0.3979, 'pos': 0.4807}, 'final': {'corner': 0.3073, 'mob': 0.5022, 'stable': 0.4202, 'parity': 0.5588, 'pos': 0.5846}}",minimax,minimax,51,63,61
"{'apertura': {'corner': 0.6306, 'mob': 0.5491, 'stable': 0.6641, 'parity': 0.441, 'pos': 0.6365}, 'medio': {'corner': 0.5947, 'mob': 0.5321, 'stable': 0.5838, 'parity': 0.4506, 'pos': 0.5436}, 'final': {'corner': 0.5029, 'mob': 0.3591, 'stable': 0.6588, 'parity': 0.519, 'pos': 0.612}}",minimax,"{'apertura': {'corner': 0.6306, 'mob': 0.5491, 'stable': 0.6641, 'parity': 0.441, 'pos': 0.6365}, 'medio': {'corner': 0.5947, 'mob': 0.5321, 'stable': 0.5838, 'parity': 0.4506, 'pos': 0.5436}, 'final': {'corner': 0.5029, 'mob': 0.3591, 'stable': 0.6588, 'parity': 0.519, 'pos': 0.612}}",49,61,60
"{'apertura': {'corner': 0.683, 'mob': 0.4931, 'stable': 0.6902, 'parity': 0.419, 'pos': 0.603}, 'medio': {'corner': 0.5313, 'mob': 0.5185, 'stable': 0.3755, 'parity': 0.5797, 'pos': 0.3661}, 'final': {'corner': 0.6444, 'mob': 0.3267, 'stable': 0.7048, 'parity': 0.7532, 'pos': 0.5117}}",minimax,minimax,38,60,60
"{'apertura': {'corner': 0.6062, 'mob': 0.5585, 'stable': 0.6906, 'parity': 0.4517, 'pos': 0.5799}, 'medio': {'corner': 0.5126, 'mob': 0.5231, 'stable': 0.493, 'parity': 0.5036, 'pos': 0.4474}, 'final': {'corner': 0.5226, 'mob': 0.3871, 'stable': 0.6672, 'parity': 0.6929, 'pos': 0.5353}}",minimax,"{'apertura': {'corner': 0.6062, 'mob': 0.5585, 'stable': 0.6906, 'parity': 0.4517, 'pos': 0.5799}, 'medio': {'corner': 0.5126, 'mob': 0.5231, 'stable': 0.493, 'parity': 0.5036, 'pos': 0.4474}, 'final': {'corner': 0.5226, 'mob': 0.3871, 'stable': 0.6672, 'parity': 0.6929, 'pos': 0.5353}}",50,62,59
"{'apertura': {'corner': 0.6785, 'mob': 0.5875, 'stable': 0.5912, 'parity': 0.5108, 'pos': 0.6347}, 'medio': {'corner': 0.3812, 'mob': 0.5799, 'stable': 0.3923, 'parity': 0.4637, 'pos': 0.5751}, 'final': {'corner': 0.5735, 'mob': 0.4327, 'stable': 0.7425, 'parity': 0.7244, 'pos': 0.5869}}",minimax,"{'apertura': {'corner': 0.6785, 'mob': 0.5875, 'stable': 0.5912, 'parity': 0.5108, 'pos': 0.6347}, 'medio': {'corner': 0.3812, 'mob': 0.5799, 'stable': 0.3923, 'parity': 0.4637, 'pos': 0.5751}, 'final': {'corner': 0.5735, 'mob': 0.4327, 'stable': 0.7425, 'parity': 0.7244, 'pos': 0.5869}}",35,64,62
"{'apertura': {'corner': 0.6559, 'mob': 0.6468, 'stable': 0.5886, 'parity': 0.5306, 'pos': 0.6172}, 'medio': {'corner': 0.3391, 'mob': 0.5774, 'stable': 0.4403, 'parity': 0.4313, 'pos': 0.6275}, 'final': {'corner': 0.4871, 'mob': 0.4908, 'stable': 0.7273, 'parity': 0.7102, 'pos': 0.6359}}",minimax,"{'apertura': {'corner': 0.6559, 'mob': 0.6468, 'stable': 0.5886, 'parity': 0.5306, 'pos': 0.6172}, 'medio': {'corner': 0.3391, 'mob': 0.5774, 'stable': 0.4403, 'parity': 0.4313, 'pos': 0.6275}, 'final': {'corner': 0.4871, 'mob': 0.4908, 'stable': 0.7273, 'parity': 0.7102, 'pos': 0.6359}}",39,62,59
"{'apertura': {'corner': 0.6132, 'mob': 0.5809, 'stable': 0.692, 'parity': 0.4335, 'pos': 0.569}, 'medio': {'corner': 0.471, 'mob': 0.5099, 'stable': 0.6036289707589242, 'parity': 0.4729, 'pos': 0.4346}, 'final': {'corner': 0.5025, 'mob': 0.4256, 'stable': 0.6432, 'parity': 0.7218, 'pos': 0.5532}}",minimax,minimax,47,64,60
"{'apertura': {'corner': 0.6139, 'mob': 0.5301, 'stable': 0.6176, 'parity': 0.3643, 'pos': 0.6816}, 'medio': {'corner': 0.629, 'mob': 0.4836, 'stable': 0.5612, 'parity': 0.4599, 'pos': 0.546}, 'final': {'corner': 0.4217, 'mob': 0.4095, 'stable': 0.5934, 'parity': 0.5219, 'pos': 0.6695}}",minimax,"{'apertura': {'corner': 0.6139, 'mob': 0.5301, 'stable': 0.6176, 'parity': 0.3643, 'pos': 0.6816}, 'medio': {'corner': 0.629, 'mob': 0.4836, 'stable': 0.5612, 'parity': 0.4599, 'pos': 0.546}, 'final': {'corner': 0.4217, 'mob': 0.4095, 'stable': 0.5934, 'parity': 0.5219, 'pos': 0.6695}}",34,64,62
"{'apertura': {'corner': 0.6308, 'mob': 0.5465, 'stable': 0.649, 'parity': 0.4515, 'pos': 0.6272}, 'medio': {'corner': 0.5565, 'mob': 0.5329, 'stable': 0.5207, 'parity': 0.4675, 'pos': 0.5014}, 'final': {'corner': 0.5315, 'mob': 0.3621, 'stable': 0.6712, 'parity': 0.6028, 'pos': 0.5679}}",minimax,"{'apertura': {'corner': 0.6308, 'mob': 0.5465, 'stable': 0.649, 'parity': 0.4515, 'pos': 0.6272}, 'medio': {'corner': 0.5565, 'mob': 0.5329, 'stable': 0.5207, 'parity': 0.4675, 'pos': 0.5014}, 'final': {'corner': 0.5315, 'mob': 0.3621, 'stable': 0.6712, 'parity': 0.6028, 'pos': 0.5679}}",35,64,60
"{'apertura': {'corner': 0.603707981906049, 'mob': 0.537, 'stable': 0.6257, 'parity': 0.4132, 'pos': 0.6498}, 'medio': {'corner': 0.5737, 'mob': 0.5086, 'stable': 0.5093, 'parity': 0.4721, 'pos': 0.5027}, 'final': {'corner': 0.4909, 'mob': 0.3873, 'stable': 0.6384, 'parity': 0.6042, 'pos': 0.5967}}",minimax,"{'apertura': {'corner': 0.603707981906049, 'mob': 0.537, 'stable': 0.6257, 'parity': 0.4132, 'pos': 0.6498}, 'medio': {'corner': 0.5737, 'mob': 0.5086, 'stable': 0.5093, 'parity': 0.4721, 'pos': 0.5027}, 'final': {'corner': 0.4909, 'mob': 0.3873, 'stable': 0.6384, 'parity': 0.6042, 'pos': 0.5967}}",46,64,61
"{'apertura': {'corner': 0.6484, 'mob': 0.5116, 'stable': 0.6539, 'parity': 0.3916, 'pos': 0.6423}, 'medio': {'corner': 0.5801, 'mob': 0.501, 'stable': 0.4684, 'parity': 0.5198, 'pos': 0.4561}, 'final': {'corner': 0.5331, 'mob': 0.3681, 'stable': 0.6491, 'parity': 0.6376, 'pos': 0.5906}}",minimax,"{'apertura': {'corner': 0.6484, 'mob': 0.5116, 'stable': 0.6539, 'parity': 0.3916, 'pos': 0.6423}, 'medio': {'corner': 0.5801, 'mob': 0.501, 'stable': 0.4684, 'parity': 0.5198, 'pos': 0.4561}, 'final': {'corner': 0.5331, 'mob': 0.3681, 'stable': 0.6491, 'parity': 0.6376, 'pos': 0.5906}}",43,64,60
"{'apertura': {'corner': 0.6785, 'mob': 0.5875, 'stable': 0.5912, 'parity': 0.5108, 'pos': 0.6347}, 'medio': {'corner': 0.3812, 'mob': 0.5799, 'stable': 0.3923, 'parity': 0.4637, 'pos': 0.5751}, 'final': {'corner': 0.5735, 'mob': 0.4327, 'stable': 0.7425, 'parity': 0.7244, 'pos': 0.5869}}",minimax,"{'apertura': {'corner': 0.6785, 'mob': 0.5875, 'stable': 0.5912, 'parity': 0.5108, 'pos': 0.6347}, 'medio': {'corner': 0.3812, 'mob': 0.5799, 'stable': 0.3923, 'parity': 0.4637, 'pos': 0.5751}, 'final': {'corner': 0.5735, 'mob': 0.4327, 'stable': 0.7425, 'parity': 0.7244, 'pos': 0.5869}}",47,64,62
"{'apertura': {'corner': 0.6377, 'mob': 0.6118, 'stable': 0.6851, 'parity': 0.4586, 'pos': 0.568}, 'medio': {'corner': 0.447, 'mob': 0.5134, 'stable': 0.4714, 'parity': 0.5147, 'pos': 0.4709}, 'final': {'corner': 0.47168127778845786, 'mob': 0.4428, 'stable': 0.6744, 'parity': 0.7249, 'pos': 0.6098}}",minimax,minimax,49,64,62
"{'apertura': {'corner': 0.5791, 'mob': 0.5769, 'stable': 0.6017, 'parity': 0.4271, 'pos': 0.6209}, 'medio': {'corner': 0.5047, 'mob': 0.498, 'stable': 0.4943, 'parity': 0.4526, 'pos': 0.4506}, 'final': {'corner': 0.4665, 'mob': 0.4294, 'stable': 0.5885, 'parity': 0.6726, 'pos': 0.5249}}",minimax,minimax,35,64,60
"{'apertura': {'corner': 0.6821966089203798, 'mob': 0.6109, 'stable': 0.6273, 'parity': 0.4254, 'pos': 0.5959}, 'medio': {'corner': 0.469, 'mob': 0.4879, 'stable': 0.5012, 'parity': 0.4677, 'pos': 0.4564}, 'final': {'corner': 0.4222, 'mob': 0.4682, 'stable': 0.5839, 'parity': 0.6919, 'pos': 0.5679}}",minimax,minimax,42,64,60
"{'apertura': {'corner': 0.603707981906049, 'mob': 0.537, 'stable': 0.6257, 'parity': 0.4132, 'pos': 0.6498}, 'medio': {'corner': 0.5737, 'mob': 0.5086, 'stable': 0.5093, 'parity': 0.4721, 'pos': 0.5027}, 'final': {'corner': 0.4909, 'mob': 0.3873, 'stable': 0.6384, 'parity': 0.6042, 'pos': 0.5967}}",minimax,minimax,45,59,60
"{'apertura': {'corner': 0.6306, 'mob': 0.5491, 'stable': 0.6641, 'parity': 0.441, 'pos': 0.6365}, 'medio': {'corner': 0.5947, 'mob': 0.5321, 'stable': 0.5838, 'parity': 0.4506, 'pos': 0.5436}, 'final': {'corner': 0.5029, 'mob': 0.3591, 'stable': 0.6588, 'parity': 0.519, 'pos': 0.612}}",minimax,minimax,43,64,60
"{'apertura': {'corner': 0.5927, 'mob': 0.5735, 'stable': 0.5518, 'parity': 0.4087, 'pos': 0.6689}, 'medio': {'corner': 0.4902, 'mob': 0.5016, 'stable': 0.4784, 'parity': 0.4308, 'pos': 0.5279}, 'final': {'corner': 0.4404, 'mob': 0.4674, 'stable': 0.5814, 'parity': 0.6416, 'pos': 0.5857}}",minimax,minimax,43,64,60
"{'apertura': {'corner': 0.6423, 'mob': 0.573, 'stable': 0.6409, 'parity': 0.4813, 'pos': 0.6073}, 'medio': {'corner': 0.4469, 'mob': 0.5515, 'stable': 0.4426, 'parity': 0.4837, 'pos': 0.5112}, 'final': {'corner': 0.548, 'mob': 0.4099, 'stable': 0.7048, 'parity': 0.7087, 'pos': 0.5611}}",minimax,"{'apertura': {'corner': 0.6423, 'mob': 0.573, 'stable': 0.6409, 'parity': 0.4813, 'pos': 0.6073}, 'medio': {'corner': 0.4469, 'mob': 0.5515, 'stable': 0.4426, 'parity': 0.4837, 'pos': 0.5112}, 'final': {'corner': 0.548, 'mob': 0.4099, 'stable': 0.7048, 'parity': 0.7087, 'pos': 0.5611}}",40,64,60
"{'apertura': {'corner': 0.6223, 'mob': 0.5383, 'stable': 0.6333, 'parity': 0.4079, 'pos': 0.6544}, 'medio': {'corner': 0.5927, 'mob': 0.5082, 'stable': 0.541, 'parity': 0.4637, 'pos': 0.5237}, 'final': {'corner': 0.4766, 'mob': 0.3858, 'stable': 0.6323, 'parity': 0.5624, 'pos': 0.6187}}",minimax,minimax,48,63,60
