player 1,player 2,winner,winner points,Total_points,depth
"{'apertura': {'corner': 0.7080516406470221, 'mob': 0.7545, 'stable': 0.4815, 'parity': 0.5141, 'pos': 0.7824}, 'medio': {'corner': 0.1455, 'mob': 0.6106, 'stable': 0.2427, 'parity': 0.3291, 'pos': 0.8757}, 'final': {'corner': 0.4353, 'mob': 0.6742, 'stable': 0.7315, 'parity': 0.7788, 'pos': 0.7735}}",minimax,minimax,43,63,59
"{'apertura': {'corner': 0.4164, 'mob': 0.6079, 'stable': 0.4539, 'parity': 0.3256, 'pos': 0.6795}, 'medio': {'corner': 0.535, 'mob': 0.4115, 'stable': 0.5906, 'parity': 0.3266, 'pos': 0.4129}, 'final': {'corner': 0.274, 'mob': 0.5444, 'stable': 0.3125, 'parity': 0.5927, 'pos': 0.4422}}",minimax,"{'apertura': {'corner': 0.4164, 'mob': 0.6079, 'stable': 0.4539, 'parity': 0.3256, 'pos': 0.6795}, 'medio': {'corner': 0.535, 'mob': 0.4115, 'stable': 0.5906, 'parity': 0.3266, 'pos': 0.4129}, 'final': {'corner': 0.274, 'mob': 0.5444, 'stable': 0.3125, 'parity': 0.5927, 'pos': 0.4422}}",32,63,59
"{'apertura': {'corner': 0.6231, 'mob': 0.4821, 'stable': 0.9004, 'parity': 0.2767, 'pos': 0.5492}, 'medio': {'corner': 0.5391, 'mob': 0.441, 'stable': 0.3669, 'parity': 0.6712, 'pos': 0.2815}, 'final': {'corner': 0.5588, 'mob': 0.409, 'stable': 0.6121, 'parity': 0.8121, 'pos': 0.5942}}",minimax,"{'apertura': {'corner': 0.6231, 'mob': 0.4821, 'stable': 0.9004, 'parity': 0.2767, 'pos': 0.5492}, 'medio': {'corner': 0.5391, 'mob': 0.441, 'stable': 0.3669, 'parity': 0.6712, 'pos': 0.2815}, 'final': {'corner': 0.5588, 'mob': 0.409, 'stable': 0.6121, 'parity': 0.8121, 'pos': 0.5942}}",41,62,59
"{'apertura': {'corner': 0.6399, 'mob': 0.6091052008171164, 'stable': 0.5028, 'parity': 0.691, 'pos': 0.5504}, 'medio': {'corner': 0.3167, 'mob': 0.672, 'stable': 0.5756, 'parity': 0.3665, 'pos': 0.6925}, 'final': {'corner': 0.5697, 'mob': 0.4031, 'stable': 0.8288, 'parity': 0.6121, 'pos': 0.5504}}",minimax,minimax,37,63,69
"{'apertura': {'corner': 0.6803, 'mob': 0.727, 'stable': 0.4957, 'parity': 0.6321, 'pos': 0.6277}, 'medio': {'corner': 0.2597, 'mob': 0.6516, 'stable': 0.4646, 'parity': 0.354, 'pos': 0.7535}, 'final': {'corner': 0.5249, 'mob': 0.4934, 'stable': 0.7964, 'parity': 0.6677, 'pos': 0.6248}}",minimax,minimax,49,64,60
"{'apertura': {'corner': 0.6352, 'mob': 0.3986, 'stable': 0.8182, 'parity': 0.132, 'pos': 0.7999}, 'medio': {'corner': 0.8154, 'mob': 0.3717, 'stable': 0.4812, 'parity': 0.5221, 'pos': 0.4559}, 'final': {'corner': 0.3913, 'mob': 0.4057, 'stable': 0.4565, 'parity': 0.4814, 'pos': 0.748}}",minimax,"{'apertura': {'corner': 0.6352, 'mob': 0.3986, 'stable': 0.8182, 'parity': 0.132, 'pos': 0.7999}, 'medio': {'corner': 0.8154, 'mob': 0.3717, 'stable': 0.4812, 'parity': 0.5221, 'pos': 0.4559}, 'final': {'corner': 0.3913, 'mob': 0.4057, 'stable': 0.4565, 'parity': 0.4814, 'pos': 0.748}}",41,64,61
"{'apertura': {'corner': 0.6655, 'mob': 0.6419, 'stable': 0.8611, 'parity': 0.2509, 'pos': 0.5558}, 'medio': {'corner': 0.5804, 'mob': 0.4182, 'stable': 0.2435, 'parity': 0.5986, 'pos': 0.1507}, 'final': {'corner': 0.5422, 'mob': 0.3149, 'stable': 0.5883, 'parity': 0.8569, 'pos': 0.4653}}",minimax,"{'apertura': {'corner': 0.6655, 'mob': 0.6419, 'stable': 0.8611, 'parity': 0.2509, 'pos': 0.5558}, 'medio': {'corner': 0.5804, 'mob': 0.4182, 'stable': 0.2435, 'parity': 0.5986, 'pos': 0.1507}, 'final': {'corner': 0.5422, 'mob': 0.3149, 'stable': 0.5883, 'parity': 0.8569, 'pos': 0.4653}}",35,63,63
"{'apertura': {'corner': 0.4777, 'mob': 0.4223, 'stable': 0.7605, 'parity': 0.1012, 'pos': 0.9712}, 'medio': {'corner': 0.9442, 'mob': 0.3421, 'stable': 0.7304, 'parity': 0.3253, 'pos': 0.7957}, 'final': {'corner': 0.0276, 'mob': 0.5485, 'stable': 0.3063, 'parity': 0.1678, 'pos': 0.9407}}",minimax,"{'apertura': {'corner': 0.4777, 'mob': 0.4223, 'stable': 0.7605, 'parity': 0.1012, 'pos': 0.9712}, 'medio': {'corner': 0.9442, 'mob': 0.3421, 'stable': 0.7304, 'parity': 0.3253, 'pos': 0.7957}, 'final': {'corner': 0.0276, 'mob': 0.5485, 'stable': 0.3063, 'parity': 0.1678, 'pos': 0.9407}}",48,63,59
"{'apertura': {'corner': 0.5066, 'mob': 0.6132, 'stable': 0.506, 'parity': 0.6595, 'pos': 0.6042}, 'medio': {'corner': 0.4354, 'mob': 0.5993, 'stable': 0.4629, 'parity': 0.5148, 'pos': 0.5396}, 'final': {'corner': 0.4977, 'mob': 0.3777, 'stable': 0.7771, 'parity': 0.8108, 'pos': 0.3856}}",minimax,"{'apertura': {'corner': 0.5066, 'mob': 0.6132, 'stable': 0.506, 'parity': 0.6595, 'pos': 0.6042}, 'medio': {'corner': 0.4354, 'mob': 0.5993, 'stable': 0.4629, 'parity': 0.5148, 'pos': 0.5396}, 'final': {'corner': 0.4977, 'mob': 0.3777, 'stable': 0.7771, 'parity': 0.8108, 'pos': 0.3856}}",40,64,61
"{'apertura': {'corner': 0.5929, 'mob': 0.5884, 'stable': 0.621, 'parity': 0.3076, 'pos': 0.8768}, 'medio': {'corner': 0.5449, 'mob': 0.4764, 'stable': 0.4866, 'parity': 0.3272, 'pos': 0.8357}, 'final': {'corner': 0.2315, 'mob': 0.6114, 'stable': 0.5189, 'parity': 0.4733, 'pos': 0.8571}}",minimax,minimax,43,64,60
"{'apertura': {'corner': 0.6803, 'mob': 0.727, 'stable': 0.4957, 'parity': 0.6321, 'pos': 0.6277}, 'medio': {'corner': 0.2597, 'mob': 0.6516, 'stable': 0.4646, 'parity': 0.354, 'pos': 0.7535}, 'final': {'corner': 0.5249, 'mob': 0.4934, 'stable': 0.7964, 'parity': 0.6677, 'pos': 0.6248}}",minimax,"{'apertura': {'corner': 0.6803, 'mob': 0.727, 'stable': 0.4957, 'parity': 0.6321, 'pos': 0.6277}, 'medio': {'corner': 0.2597, 'mob': 0.6516, 'stable': 0.4646, 'parity': 0.354, 'pos': 0.7535}, 'final': {'corner': 0.5249, 'mob': 0.4934, 'stable': 0.7964, 'parity': 0.6677, 'pos': 0.6248}}",40,64,60
"{'apertura': {'corner': 0.5718, 'mob': 0.6722, 'stable': 0.524, 'parity': 0.868, 'pos': 0.3184}, 'medio': {'corner': 0.488, 'mob': 0.7334, 'stable': 0.9084, 'parity': 0.4039, 'pos': 0.5093}, 'final': {'corner': 0.7041, 'mob': 0.1319, 'stable': 0.926, 'parity': 0.4454, 'pos': 0.3273}}",minimax,minimax,44,64,60
"{'apertura': {'corner': 0.6522, 'mob': 0.7415, 'stable': 0.4698, 'parity': 0.6404, 'pos': 0.5868}, 'medio': {'corner': 0.3549, 'mob': 0.5859, 'stable': 0.5759, 'parity': 0.3582, 'pos': 0.6603}, 'final': {'corner': 0.6058, 'mob': 0.4767, 'stable': 0.7368, 'parity': 0.6378, 'pos': 0.6254}}",minimax,"{'apertura': {'corner': 0.6522, 'mob': 0.7415, 'stable': 0.4698, 'parity': 0.6404, 'pos': 0.5868}, 'medio': {'corner': 0.3549, 'mob': 0.5859, 'stable': 0.5759, 'parity': 0.3582, 'pos': 0.6603}, 'final': {'corner': 0.6058, 'mob': 0.4767, 'stable': 0.7368, 'parity': 0.6378, 'pos': 0.6254}}",34,64,60
"{'apertura': {'corner': 0.6352, 'mob': 0.3986, 'stable': 0.8182, 'parity': 0.132, 'pos': 0.7999}, 'medio': {'corner': 0.8154, 'mob': 0.3717, 'stable': 0.4812, 'parity': 0.5221, 'pos': 0.4559}, 'final': {'corner': 0.3913, 'mob': 0.4057, 'stable': 0.4565, 'parity': 0.4814, 'pos': 0.748}}",minimax,minimax,38,61,67
"{'apertura': {'corner': 0.4164, 'mob': 0.6079, 'stable': 0.4539, 'parity': 0.3256, 'pos': 0.6795}, 'medio': {'corner': 0.535, 'mob': 0.4115, 'stable': 0.5906, 'parity': 0.3266, 'pos': 0.4129}, 'final': {'corner': 0.274, 'mob': 0.5444, 'stable': 0.3125, 'parity': 0.5927, 'pos': 0.4422}}",minimax,"{'apertura': {'corner': 0.4164, 'mob': 0.6079, 'stable': 0.4539, 'parity': 0.3256, 'pos': 0.6795}, 'medio': {'corner': 0.535, 'mob': 0.4115, 'stable': 0.5906, 'parity': 0.3266, 'pos': 0.4129}, 'final': {'corner': 0.274, 'mob': 0.5444, 'stable': 0.3125, 'parity': 0.5927, 'pos': 0.4422}}",44,62,59
"{'apertura': {'corner': 0.5066, 'mob': 0.6132, 'stable': 0.506, 'parity': 0.6595, 'pos': 0.6042}, 'medio': {'corner': 0.4354, 'mob': 0.5993, 'stable': 0.4629, 'parity': 0.5148, 'pos': 0.5396}, 'final': {'corner': 0.4977, 'mob': 0.3777, 'stable': 0.7771, 'parity': 0.8108, 'pos': 0.3856}}",minimax,minimax,38,64,60
"{'apertura': {'corner': 0.4777, 'mob': 0.4223, 'stable': 0.7605, 'parity': 0.1012, 'pos': 0.9712}, 'medio': {'corner': 0.9442, 'mob': 0.3421, 'stable': 0.7304, 'parity': 0.3253, 'pos': 0.7957}, 'final': {'corner': 0.0276, 'mob': 0.5485, 'stable': 0.3063, 'parity': 0.1678, 'pos': 0.9407}}",minimax,"{'apertura': {'corner': 0.4777, 'mob': 0.4223, 'stable': 0.7605, 'parity': 0.1012, 'pos': 0.9712}, 'medio': {'corner': 0.9442, 'mob': 0.3421, 'stable': 0.7304, 'parity': 0.3253, 'pos': 0.7957}, 'final': {'corner': 0.0276, 'mob': 0.5485, 'stable': 0.3063, 'parity': 0.1678, 'pos': 0.9407}}",44,64,60
"{'apertura': {'corner': 0.6461, 'mob': 0.6753, 'stable': 0.4863, 'parity': 0.6657, 'pos': 0.5686}, 'medio': {'corner': 0.3358, 'mob': 0.629, 'stable': 0.5757, 'parity': 0.3624, 'pos': 0.6764}, 'final': {'corner': 0.5877, 'mob': 0.4399, 'stable': 0.7828, 'parity': 0.625, 'pos': 0.5879}}",minimax,minimax,57,61,60
"{'apertura': {'corner': 0.7928, 'mob': 0.3749740709263037, 'stable': 0.876, 'parity': 0.1628, 'pos': 0.6287}, 'medio': {'corner': 0.6865, 'mob': 0.4013, 'stable': 0.2319, 'parity': 0.7189, 'pos': 0.1162}, 'final': {'corner': 0.7551, 'mob': 0.263, 'stable': 0.6067, 'parity': 0.795, 'pos': 0.5554}}",minimax,"{'apertura': {'corner': 0.7928, 'mob': 0.3749740709263037, 'stable': 0.876, 'parity': 0.1628, 'pos': 0.6287}, 'medio': {'corner': 0.6865, 'mob': 0.4013, 'stable': 0.2319, 'parity': 0.7189, 'pos': 0.1162}, 'final': {'corner': 0.7551, 'mob': 0.263, 'stable': 0.6067, 'parity': 0.795, 'pos': 0.5554}}",34,63,61
"{'apertura': {'corner': 0.4922, 'mob': 0.5177, 'stable': 0.6332, 'parity': 0.3803, 'pos': 0.7877}, 'medio': {'corner': 0.6898, 'mob': 0.4707, 'stable': 0.5967, 'parity': 0.4201, 'pos': 0.6676}, 'final': {'corner': 0.2626, 'mob': 0.4631, 'stable': 0.5417, 'parity': 0.4893, 'pos': 0.6632}}",minimax,minimax,49,64,60
"{'apertura': {'corner': 0.6655, 'mob': 0.6419, 'stable': 0.8611, 'parity': 0.2509, 'pos': 0.5558}, 'medio': {'corner': 0.5804, 'mob': 0.4182, 'stable': 0.2435, 'parity': 0.5986, 'pos': 0.1507}, 'final': {'corner': 0.5422, 'mob': 0.3149, 'stable': 0.5883, 'parity': 0.8569, 'pos': 0.4653}}",minimax,minimax,45,63,59
"{'apertura': {'corner': 0.674, 'mob': 0.6818, 'stable': 0.4921, 'parity': 0.6025, 'pos': 0.6664}, 'medio': {'corner': 0.2311, 'mob': 0.6413, 'stable': 0.4092, 'parity': 0.3478, 'pos': 0.7841}, 'final': {'corner': 0.5025, 'mob': 0.5387, 'stable': 0.7802, 'parity': 0.6955, 'pos': 0.662}}",minimax,"{'apertura': {'corner': 0.674, 'mob': 0.6818, 'stable': 0.4921, 'parity': 0.6025, 'pos': 0.6664}, 'medio': {'corner': 0.2311, 'mob': 0.6413, 'stable': 0.4092, 'parity': 0.3478, 'pos': 0.7841}, 'final': {'corner': 0.5025, 'mob': 0.5387, 'stable': 0.7802, 'parity': 0.6955, 'pos': 0.662}}",32,63,59
"{'apertura': {'corner': 0.5733, 'mob': 0.6112, 'stable': 0.5044, 'parity': 0.6752, 'pos': 0.5773}, 'medio': {'corner': 0.376, 'mob': 0.6357, 'stable': 0.5192, 'parity': 0.4406, 'pos': 0.616}, 'final': {'corner': 0.5337, 'mob': 0.3904, 'stable': 0.803, 'parity': 0.7114, 'pos': 0.468}}",minimax,minimax,49,64,60
"{'apertura': {'corner': 0.5066, 'mob': 0.6132, 'stable': 0.506, 'parity': 0.6595, 'pos': 0.6042}, 'medio': {'corner': 0.4354, 'mob': 0.5993, 'stable': 0.4629, 'parity': 0.5148, 'pos': 0.5396}, 'final': {'corner': 0.4977, 'mob': 0.3777, 'stable': 0.7771, 'parity': 0.8108, 'pos': 0.3856}}",minimax,minimax,35,63,59
"{'apertura': {'corner': 0.6231, 'mob': 0.4821, 'stable': 0.9004, 'parity': 0.2767, 'pos': 0.5492}, 'medio': {'corner': 0.5391, 'mob': 0.441, 'stable': 0.3669, 'parity': 0.6712, 'pos': 0.2815}, 'final': {'corner': 0.5588, 'mob': 0.409, 'stable': 0.6121, 'parity': 0.8121, 'pos': 0.5942}}",minimax,"{'apertura': {'corner': 0.6231, 'mob': 0.4821, 'stable': 0.9004, 'parity': 0.2767, 'pos': 0.5492}, 'medio': {'corner': 0.5391, 'mob': 0.441, 'stable': 0.3669, 'parity': 0.6712, 'pos': 0.2815}, 'final': {'corner': 0.5588, 'mob': 0.409, 'stable': 0.6121, 'parity': 0.8121, 'pos': 0.5942}}",35,64,62
"{'apertura': {'corner': 0.5484, 'mob': 0.6674, 'stable': 0.4748, 'parity': 0.4788, 'pos': 0.6536}, 'medio': {'corner': 0.3973, 'mob': 0.5315, 'stable': 0.5276, 'parity': 0.140483253022561, 'pos': 0.5832}, 'final': {'corner': 0.3995, 'mob': 0.5189, 'stable': 0.5544, 'parity': 0.6302, 'pos': 0.5335}}",minimax,"{'apertura': {'corner': 0.5484, 'mob': 0.6674, 'stable': 0.4748, 'parity': 0.4788, 'pos': 0.6536}, 'medio': {'corner': 0.3973, 'mob': 0.5315, 'stable': 0.5276, 'parity': 0.140483253022561, 'pos': 0.5832}, 'final': {'corner': 0.3995, 'mob': 0.5189, 'stable': 0.5544, 'parity': 0.6302, 'pos': 0.5335}}",36,64,60
"{'apertura': {'corner': 0.6377, 'mob': 0.6118, 'stable': 0.6851, 'parity': 0.4586, 'pos': 0.568}, 'medio': {'corner': 0.447, 'mob': 0.5134, 'stable': 0.4714, 'parity': 0.5147, 'pos': 0.4709}, 'final': {'corner': 0.47168127778845786, 'mob': 0.4428, 'stable': 0.6744, 'parity': 0.7249, 'pos': 0.6098}}",minimax,"{'apertura': {'corner': 0.6377, 'mob': 0.6118, 'stable': 0.6851, 'parity': 0.4586, 'pos': 0.568}, 'medio': {'corner': 0.447, 'mob': 0.5134, 'stable': 0.4714, 'parity': 0.5147, 'pos': 0.4709}, 'final': {'corner': 0.47168127778845786, 'mob': 0.4428, 'stable': 0.6744, 'parity': 0.7249, 'pos': 0.6098}}",36,64,60
"{'apertura': {'corner': 0.6641319149637654, 'mob': 0.6427, 'stable': 0.515, 'parity': 0.7637, 'pos': 0.4613}, 'medio': {'corner': 0.4617, 'mob': 0.6663, 'stable': 0.6856, 'parity': 0.4594, 'pos': 0.5244}, 'final': {'corner': 0.6009, 'mob': 0.2548, 'stable': 0.8516, 'parity': 0.6281, 'pos': 0.3564}}",minimax,minimax,35,64,60
"{'apertura': {'corner': 0.626, 'mob': 0.6996, 'stable': 0.5099, 'parity': 0.75, 'pos': 0.4731}, 'medio': {'corner': 0.3739, 'mob': 0.6925, 'stable': 0.6865, 'parity': 0.379, 'pos': 0.6314}, 'final': {'corner': 0.6145, 'mob': 0.3126, 'stable': 0.8612, 'parity': 0.5565, 'pos': 0.476}}",minimax,minimax,43,64,60
"{'apertura': {'corner': 0.7928, 'mob': 0.3749740709263037, 'stable': 0.876, 'parity': 0.1628, 'pos': 0.6287}, 'medio': {'corner': 0.6865, 'mob': 0.4013, 'stable': 0.2319, 'parity': 0.7189, 'pos': 0.1162}, 'final': {'corner': 0.7551, 'mob': 0.263, 'stable': 0.6067, 'parity': 0.795, 'pos': 0.5554}}",minimax,minimax,41,56,60
"{'apertura': {'corner': 0.5484, 'mob': 0.6674, 'stable': 0.4748, 'parity': 0.4788, 'pos': 0.6536}, 'medio': {'corner': 0.3973, 'mob': 0.5315, 'stable': 0.5276, 'parity': 0.140483253022561, 'pos': 0.5832}, 'final': {'corner': 0.3995, 'mob': 0.5189, 'stable': 0.5544, 'parity': 0.6302, 'pos': 0.5335}}",minimax,minimax,45,63,63
"{'apertura': {'corner': 0.5066, 'mob': 0.6132, 'stable': 0.506, 'parity': 0.6595, 'pos': 0.6042}, 'medio': {'corner': 0.4354, 'mob': 0.5993, 'stable': 0.4629, 'parity': 0.5148, 'pos': 0.5396}, 'final': {'corner': 0.4977, 'mob': 0.3777, 'stable': 0.7771, 'parity': 0.8108, 'pos': 0.3856}}",minimax,minimax,35,63,65
"{'apertura': {'corner': 0.6377, 'mob': 0.6118, 'stable': 0.6851, 'parity': 0.4586, 'pos': 0.568}, 'medio': {'corner': 0.447, 'mob': 0.5134, 'stable': 0.4714, 'parity': 0.5147, 'pos': 0.4709}, 'final': {'corner': 0.47168127778845786, 'mob': 0.4428, 'stable': 0.6744, 'parity': 0.7249, 'pos': 0.6098}}",minimax,minimax,45,64,61
"{'apertura': {'corner': 0.674, 'mob': 0.6818, 'stable': 0.4921, 'parity': 0.6025, 'pos': 0.6664}, 'medio': {'corner': 0.2311, 'mob': 0.6413, 'stable': 0.4092, 'parity': 0.3478, 'pos': 0.7841}, 'final': {'corner': 0.5025, 'mob': 0.5387, 'stable': 0.7802, 'parity': 0.6955, 'pos': 0.662}}",minimax,"{'apertura': {'corner': 0.674, 'mob': 0.6818, 'stable': 0.4921, 'parity': 0.6025, 'pos': 0.6664}, 'medio': {'corner': 0.2311, 'mob': 0.6413, 'stable': 0.4092, 'parity': 0.3478, 'pos': 0.7841}, 'final': {'corner': 0.5025, 'mob': 0.5387, 'stable': 0.7802, 'parity': 0.6955, 'pos': 0.662}}",45,64,66
"{'apertura': {'corner': 0.6046, 'mob': 0.4914, 'stable': 0.665, 'parity': 0.2442, 'pos': 0.6541}, 'medio': {'corner': 0.6108, 'mob': 0.4064, 'stable': 0.4113, 'parity': 0.5228, 'pos': 0.2646}, 'final': {'corner': 0.5146, 'mob': 0.4037, 'stable': 0.4596, 'parity': 0.6939, 'pos': 0.4988}}",minimax,"{'apertura': {'corner': 0.6046, 'mob': 0.4914, 'stable': 0.665, 'parity': 0.2442, 'pos': 0.6541}, 'medio': {'corner': 0.6108, 'mob': 0.4064, 'stable': 0.4113, 'parity': 0.5228, 'pos': 0.2646}, 'final': {'corner': 0.5146, 'mob': 0.4037, 'stable': 0.4596, 'parity': 0.6939, 'pos': 0.4988}}",53,62,59
"{'apertura': {'corner': 0.6231, 'mob': 0.4821, 'stable': 0.9004, 'parity': 0.2767, 'pos': 0.5492}, 'medio': {'corner': 0.5391, 'mob': 0.441, 'stable': 0.3669, 'parity': 0.6712, 'pos': 0.2815}, 'final': {'corner': 0.5588, 'mob': 0.409, 'stable': 0.6121, 'parity': 0.8121, 'pos': 0.5942}}",minimax,minimax,43,63,59
"{'apertura': {'corner': 0.4164, 'mob': 0.6079, 'stable': 0.4539, 'parity': 0.3256, 'pos': 0.6795}, 'medio': {'corner': 0.535, 'mob': 0.4115, 'stable': 0.5906, 'parity': 0.3266, 'pos': 0.4129}, 'final': {'corner': 0.274, 'mob': 0.5444, 'stable': 0.3125, 'parity': 0.5927, 'pos': 0.4422}}",minimax,"{'apertura': {'corner': 0.4164, 'mob': 0.6079, 'stable': 0.4539, 'parity': 0.3256, 'pos': 0.6795}, 'medio': {'corner': 0.535, 'mob': 0.4115, 'stable': 0.5906, 'parity': 0.3266, 'pos': 0.4129}, 'final': {'corner': 0.274, 'mob': 0.5444, 'stable': 0.3125, 'parity': 0.5927, 'pos': 0.4422}}",41,63,59
"{'apertura': {'corner': 0.5275, 'mob': 0.6403, 'stable': 0.4904, 'parity': 0.5692, 'pos': 0.6289}, 'medio': {'corner': 0.4163, 'mob': 0.5654, 'stable': 0.4952, 'parity': 0.3276, 'pos': 0.5614}, 'final': {'corner': 0.4486, 'mob': 0.4483, 'stable': 0.6658, 'parity': 0.7205, 'pos': 0.4596}}",minimax,"{'apertura': {'corner': 0.5275, 'mob': 0.6403, 'stable': 0.4904, 'parity': 0.5692, 'pos': 0.6289}, 'medio': {'corner': 0.4163, 'mob': 0.5654, 'stable': 0.4952, 'parity': 0.3276, 'pos': 0.5614}, 'final': {'corner': 0.4486, 'mob': 0.4483, 'stable': 0.6658, 'parity': 0.7205, 'pos': 0.4596}}",38,63,60
"{'apertura': {'corner': 0.5565, 'mob': 0.4104, 'stable': 0.7893, 'parity': 0.1166, 'pos': 0.8856}, 'medio': {'corner': 0.8798, 'mob': 0.3569, 'stable': 0.6058, 'parity': 0.4237, 'pos': 0.6258}, 'final': {'corner': 0.2094, 'mob': 0.4771, 'stable': 0.3814, 'parity': 0.3246, 'pos': 0.8443}}",minimax,"{'apertura': {'corner': 0.5565, 'mob': 0.4104, 'stable': 0.7893, 'parity': 0.1166, 'pos': 0.8856}, 'medio': {'corner': 0.8798, 'mob': 0.3569, 'stable': 0.6058, 'parity': 0.4237, 'pos': 0.6258}, 'final': {'corner': 0.2094, 'mob': 0.4771, 'stable': 0.3814, 'parity': 0.3246, 'pos': 0.8443}}",44,63,60
"{'apertura': {'corner': 0.4615, 'mob': 0.6105, 'stable': 0.4799, 'parity': 0.4925, 'pos': 0.6419}, 'medio': {'corner': 0.4852, 'mob': 0.5054, 'stable': 0.5268, 'parity': 0.4207, 'pos': 0.4762}, 'final': {'corner': 0.3859, 'mob': 0.461, 'stable': 0.5448, 'parity': 0.7017, 'pos': 0.4139}}",minimax,minimax,40,64,60
"{'apertura': {'corner': 0.5722, 'mob': 0.6125, 'stable': 0.5956, 'parity': 0.5591, 'pos': 0.5861}, 'medio': {'corner': 0.4412, 'mob': 0.5564, 'stable': 0.4671, 'parity': 0.5148, 'pos': 0.5052}, 'final': {'corner': 0.4847, 'mob': 0.4103, 'stable': 0.7258, 'parity': 0.7678, 'pos': 0.4977}}",minimax,minimax,56,64,60
"{'apertura': {'corner': 0.683, 'mob': 0.4931, 'stable': 0.6902, 'parity': 0.419, 'pos': 0.603}, 'medio': {'corner': 0.5313, 'mob': 0.5185, 'stable': 0.3755, 'parity': 0.5797, 'pos': 0.3661}, 'final': {'corner': 0.6444, 'mob': 0.3267, 'stable': 0.7048, 'parity': 0.7532, 'pos': 0.5117}}",minimax,"{'apertura': {'corner': 0.683, 'mob': 0.4931, 'stable': 0.6902, 'parity': 0.419, 'pos': 0.603}, 'medio': {'corner': 0.5313, 'mob': 0.5185, 'stable': 0.3755, 'parity': 0.5797, 'pos': 0.3661}, 'final': {'corner': 0.6444, 'mob': 0.3267, 'stable': 0.7048, 'parity': 0.7532, 'pos': 0.5117}}",35,64,60
"{'apertura': {'corner': 0.6436, 'mob': 0.5624, 'stable': 0.7077, 'parity': 0.5202, 'pos': 0.5052}, 'medio': {'corner': 0.5004, 'mob': 0.5536, 'stable': 0.5262, 'parity': 0.5653, 'pos': 0.4029}, 'final': {'corner': 0.5798, 'mob': 0.3319, 'stable': 0.7319, 'parity': 0.7201, 'pos': 0.4753}}",minimax,minimax,41,64,60
"{'apertura': {'corner': 0.6306, 'mob': 0.5491, 'stable': 0.6641, 'parity': 0.441, 'pos': 0.6365}, 'medio': {'corner': 0.5947, 'mob': 0.5321, 'stable': 0.5838, 'parity': 0.4506, 'pos': 0.5436}, 'final': {'corner': 0.5029, 'mob': 0.3591, 'stable': 0.6588, 'parity': 0.519, 'pos': 0.612}}",minimax,"{'apertura': {'corner': 0.6306, 'mob': 0.5491, 'stable': 0.6641, 'parity': 0.441, 'pos': 0.6365}, 'medio': {'corner': 0.5947, 'mob': 0.5321, 'stable': 0.5838, 'parity': 0.4506, 'pos': 0.5436}, 'final': {'corner': 0.5029, 'mob': 0.3591, 'stable': 0.6588, 'parity': 0.519, 'pos': 0.612}}",33,64,60
"{'apertura': {'corner': 0.4777, 'mob': 0.4223, 'stable': 0.7605, 'parity': 0.1012, 'pos': 0.9712}, 'medio': {'corner': 0.9442, 'mob': 0.3421, 'stable': 0.7304, 'parity': 0.3253, 'pos': 0.7957}, 'final': {'corner': 0.0276, 'mob': 0.5485, 'stable': 0.3063, 'parity': 0.1678, 'pos': 0.9407}}",minimax,minimax,41,64,60
"{'apertura': {'corner': 0.5275, 'mob': 0.6403, 'stable': 0.4904, 'parity': 0.5692, 'pos': 0.6289}, 'medio': {'corner': 0.4163, 'mob': 0.5654, 'stable': 0.4952, 'parity': 0.3276, 'pos': 0.5614}, 'final': {'corner': 0.4486, 'mob': 0.4483, 'stable': 0.6658, 'parity': 0.7205, 'pos': 0.4596}}",minimax,"{'apertura': {'corner': 0.5275, 'mob': 0.6403, 'stable': 0.4904, 'parity': 0.5692, 'pos': 0.6289}, 'medio': {'corner': 0.4163, 'mob': 0.5654, 'stable': 0.4952, 'parity': 0.3276, 'pos': 0.5614}, 'final': {'corner': 0.4486, 'mob': 0.4483, 'stable': 0.6658, 'parity': 0.7205, 'pos': 0.4596}}",50,58,59
"{'apertura': {'corner': 0.6231, 'mob': 0.5964824307278414, 'stable': 0.5438, 'parity': 0.5808, 'pos': 0.6262}, 'medio': {'corner': 0.3362, 'mob': 0.5988, 'stable': 0.4382, 'parity': 0.4313, 'pos': 0.6446}, 'final': {'corner': 0.4936, 'mob': 0.4745, 'stable': 0.753, 'parity': 0.7317, 'pos': 0.5798}}",minimax,minimax,42,60,60
"{'apertura': {'corner': 0.683, 'mob': 0.4931, 'stable': 0.6902, 'parity': 0.419, 'pos': 0.603}, 'medio': {'corner': 0.5313, 'mob': 0.5185, 'stable': 0.3755, 'parity': 0.5797, 'pos': 0.3661}, 'final': {'corner': 0.6444, 'mob': 0.3267, 'stable': 0.7048, 'parity': 0.7532, 'pos': 0.5117}}",minimax,"{'apertura': {'corner': 0.683, 'mob': 0.4931, 'stable': 0.6902, 'parity': 0.419, 'pos': 0.603}, 'medio': {'corner': 0.5313, 'mob': 0.5185, 'stable': 0.3755, 'parity': 0.5797, 'pos': 0.3661}, 'final': {'corner': 0.6444, 'mob': 0.3267, 'stable': 0.7048, 'parity': 0.7532, 'pos': 0.5117}}",56,63,59
